il calore,gioia
warpath,rabbia
deboli,gioia
debolezza,gioia
piangere,tristezza
weepi,tristezza
weepiness,tristezza
pianto,tristezza
il peso,tristezza
Weltschmerz,tristezza
stoppino,disgusto
malvagio,disgusto
with_empathi,gioia
with_empathy,gioia
with_happi,gioia
with_happiness,gioia
with_hostil,rabbia
with_hostility,rabbia
with_prid,gioia
with_pride,gioia
with_sympathi,gioia
with_sympathy,gioia
guai,tristezza
woebegon,tristezza
woebegone,tristezza
doloroso,tristezza
woefulli,tristezza
tristemente,tristezza
woefulness,tristezza
meraviglia,sorpresa
meraviglioso,sorpresa
meravigliosamente,sorpresa
stupore,sorpresa
meraviglioso,sorpresa
meravigliosamente,sorpresa
mondo-weari,tristezza
mondo stanchezza,tristezza
stanco del mondo,tristezza
worri,gioia
preoccupazione,gioia
il culto,gioia
adorazione,gioia
l'ira,rabbia
adirato,rabbia
rabbiosamente,rabbia
disgraziato,tristezza
infelice,tristezza
adirato,rabbia
wrothful,rabbia
yucki,disgusto
schifo,disgusto
zelo,gioia
zelo,gioia
scorza,gioia
zestfulness,gioia
